EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator,State
407038.53125,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.272216796875,0.722412109375,0.623046875,-15.686034202575684,-22.064207077026367,-12.054442405700684,73.33333587646484,24.0,1.0,WarmUp
397271.78125,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.2724609375,0.72314453125,0.62451171875,-15.228270530700684,-21.789548873901367,-12.145995140075684,73.33333587646484,25.0,1.0,WarmUp
388666.8125,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.2724609375,0.72314453125,0.62744140625,-14.831542015075684,-21.453855514526367,-12.298583030700684,73.33333587646484,26.0,1.0,WarmUp
380314.78125,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.27197265625,0.7236328125,0.629150390625,-14.465331077575684,-21.057126998901367,-12.329100608825684,73.33333587646484,27.0,1.0,WarmUp
372155.75,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.271240234375,0.721435546875,0.629638671875,-14.160155296325684,-20.782468795776367,-12.298583030700684,73.33333587646484,28.0,1.0,WarmUp
364480.15625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.271728515625,0.72119140625,0.6328125,-13.671874046325684,-20.385740280151367,-12.298583030700684,73.33333587646484,29.0,1.0,WarmUp
357712.15625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.27197265625,0.72265625,0.635498046875,-13.275145530700684,-19.897459030151367,-12.329100608825684,73.33333587646484,30.0,1.0,WarmUp
351802.0,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.268798828125,0.7236328125,0.63427734375,-12.908934593200684,-19.500730514526367,-12.176512718200684,73.33333587646484,31.0,1.0,WarmUp
345962.375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.267822265625,0.725830078125,0.63623046875,-12.512206077575684,-19.104001998901367,-12.084959983825684,73.33333587646484,32.0,1.0,WarmUp
340123.125,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.2685546875,0.72265625,0.6416015625,-12.176512718200684,-18.646238327026367,-11.962889671325684,73.33333587646484,33.0,1.0,WarmUp
334572.90625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.267333984375,0.72412109375,0.641357421875,-11.779784202575684,-18.280027389526367,-11.932372093200684,73.33333587646484,34.0,1.0,WarmUp
329715.15625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.266845703125,0.722900390625,0.641357421875,-11.413573265075684,-17.883298873901367,-11.688231468200684,73.33333587646484,35.0,1.0,WarmUp
325522.875,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.26708984375,0.723876953125,0.64697265625,-10.986327171325684,-17.333982467651367,-11.535643577575684,73.33333587646484,36.0,1.0,WarmUp
321286.9375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.266357421875,0.725341796875,0.651123046875,-10.437010765075684,-16.967771530151367,-11.413573265075684,73.33333587646484,37.0,1.0,WarmUp
316938.1875,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.267822265625,0.720947265625,0.6494140625,-9.979247093200684,-16.479490280151367,-11.199950218200684,73.33333587646484,38.0,1.0,WarmUp
312799.28125,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.27001953125,0.71923828125,0.649658203125,-9.582518577575684,-15.838622093200684,-11.016844749450684,73.33333587646484,39.0,1.0,WarmUp
309203.6875,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.2705078125,0.717041015625,0.649169921875,-9.277342796325684,-15.411375999450684,-10.894774436950684,73.33333587646484,40.0,1.0,WarmUp
306178.9375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.272705078125,0.714599609375,0.647705078125,-8.850096702575684,-14.862059593200684,-10.681151390075684,73.33333587646484,41.0,1.0,WarmUp
303027.4375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.276611328125,0.712890625,0.649658203125,-8.239745140075684,-14.373778343200684,-10.620116233825684,73.33333587646484,42.0,1.0,WarmUp
299723.6875,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.278076171875,0.71142578125,0.65234375,-7.843017101287842,-13.885497093200684,-10.467528343200684,73.33333587646484,43.0,1.0,WarmUp
296563.40625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.279296875,0.70751953125,0.652587890625,-7.324218273162842,-13.488768577575684,-10.375975608825684,73.33333587646484,44.0,1.0,WarmUp
293868.3125,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.278564453125,0.706787109375,0.650146484375,-6.805419445037842,-13.092040061950684,-10.131834983825684,73.33333587646484,45.0,1.0,WarmUp
291616.34375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.279052734375,0.705810546875,0.649658203125,-6.286620616912842,-12.603758811950684,-9.979247093200684,73.33333587646484,46.0,1.0,WarmUp
289176.6875,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.279052734375,0.70458984375,0.651611328125,-5.859374523162842,-12.145995140075684,-9.857176780700684,73.33333587646484,47.0,1.0,WarmUp
286619.75,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.278564453125,0.701904296875,0.6494140625,-5.371093273162842,-11.810301780700684,-9.643553733825684,73.33333587646484,48.0,1.0,WarmUp
284160.6875,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.279296875,0.69970703125,0.646484375,-4.730224132537842,-11.322020530700684,-9.552000999450684,73.33333587646484,49.0,1.0,WarmUp
282067.6875,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.27880859375,0.7001953125,0.643798828125,-4.089354991912842,-10.803221702575684,-9.399413108825684,73.33333587646484,50.0,1.0,WarmUp
280398.53125,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.27880859375,0.7001953125,0.644287109375,-3.631591558456421,-10.314940452575684,-9.277342796325684,73.33333587646484,51.0,1.0,WarmUp
278581.96875,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.27587890625,0.698974609375,0.64453125,-3.051757574081421,-9.857176780700684,-8.972167015075684,73.33333587646484,52.0,1.0,WarmUp
276562.4375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.275390625,0.7001953125,0.641357421875,-2.563476324081421,-9.277342796325684,-8.697508811950684,73.33333587646484,53.0,1.0,WarmUp
274626.59375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.275634765625,0.70263671875,0.64306640625,-2.044677495956421,-8.728026390075684,-8.514403343200684,73.33333587646484,54.0,1.0,WarmUp
272995.09375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.275146484375,0.705078125,0.64404296875,-1.5258787870407104,-8.148192405700684,-8.270262718200684,73.33333587646484,55.0,1.0,WarmUp
271736.78125,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.275146484375,0.7080078125,0.644775390625,-1.0986326932907104,-7.537841320037842,-8.209227561950684,73.33333587646484,56.0,1.0,WarmUp
270334.15625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.275634765625,0.710693359375,0.645263671875,-0.5187987685203552,-6.927489757537842,-7.995604991912842,73.33333587646484,57.0,1.0,WarmUp
268729.59375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.276123046875,0.71533203125,0.646484375,-0.1220703050494194,-6.347655773162842,-7.873534679412842,73.33333587646484,58.0,1.0,WarmUp
267175.875,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.278564453125,0.71826171875,0.645263671875,0.2746581733226776,-5.828856945037842,-7.720946788787842,73.33333587646484,59.0,1.0,WarmUp
265894.3125,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.281005859375,0.7197265625,0.643798828125,0.6103515028953552,-5.371093273162842,-7.537841320037842,73.33333587646484,60.0,1.0,WarmUp
264963.84375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.280029296875,0.720458984375,0.646484375,0.8544921278953552,-4.913329601287842,-7.354735851287842,73.33333587646484,61.0,1.0,WarmUp
263880.5,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.280029296875,0.720947265625,0.647705078125,1.0681151151657104,-4.394530773162842,-7.171630382537842,73.33333587646484,62.0,1.0,WarmUp
262582.84375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.27734375,0.723388671875,0.64453125,1.2817381620407104,-3.845214605331421,-6.988524913787842,73.33333587646484,63.0,1.0,WarmUp
261316.40625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.2783203125,0.72216796875,0.641357421875,1.4953612089157104,-3.295898199081421,-6.805419445037842,73.33333587646484,64.0,1.0,WarmUp
260334.0,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.2802734375,0.72314453125,0.6396484375,1.6174315214157104,-2.746581792831421,-6.683349132537842,73.33333587646484,65.0,1.0,WarmUp
259663.265625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.2822265625,0.72265625,0.639892578125,1.7089842557907104,-2.288818120956421,-6.652831554412842,73.33333587646484,66.0,1.0,WarmUp
258803.890625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.28369140625,0.724609375,0.6396484375,1.7700194120407104,-1.7089842557907104,-6.408690929412842,73.33333587646484,67.0,1.0,WarmUp
257768.5625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.284423828125,0.721923828125,0.640380859375,1.8310545682907104,-1.1901854276657104,-6.195067882537842,73.33333587646484,68.0,1.0,WarmUp
256733.578125,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.283447265625,0.719970703125,0.638427734375,2.105712652206421,-0.7629393935203552,-6.103515148162842,73.33333587646484,69.0,1.0,WarmUp
255925.78125,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.286865234375,0.71875,0.635498046875,2.197265386581421,-0.2136230319738388,-5.950927257537842,73.33333587646484,70.0,1.0,WarmUp
255463.375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.28857421875,0.7197265625,0.63623046875,2.288818120956421,0.2136230319738388,-5.981444835662842,73.33333587646484,71.0,1.0,WarmUp
254802.65625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.2890625,0.71630859375,0.63818359375,2.532958745956421,0.6408690810203552,-6.011962413787842,73.33333587646484,72.0,1.0,WarmUp
253930.21875,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.29248046875,0.718505859375,0.636962890625,2.532958745956421,1.1901854276657104,-5.981444835662842,73.33333587646484,73.0,1.0,WarmUp
253080.234375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.294921875,0.71728515625,0.6376953125,2.655029058456421,1.5563963651657104,-5.981444835662842,73.33333587646484,74.0,1.0,WarmUp
252445.796875,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.2998046875,0.71875,0.634033203125,2.929687261581421,1.8615721464157104,-6.011962413787842,73.33333587646484,75.0,1.0,WarmUp
252100.328125,749466.875,749939.3125,749715.5625,749860.625,750000.0625,749812.1875,750000.0625,-0.30419921875,0.720703125,0.630859375,2.990722417831421,2.136230230331421,-6.042479991912842,73.33333587646484,76.0,1.0,WarmUp
251610.296875,747873.125,748345.1875,748122.0625,748266.8125,748606.1875,748218.3125,748746.5625,-0.30712890625,0.7216796875,0.63134765625,3.051757574081421,2.288818120956421,-6.011962413787842,73.33333587646484,77.0,1.0,WarmUp
250900.484375,746168.5625,746640.1875,746417.75,746562.9375,746901.125,746514.4375,747041.75,-0.30810546875,0.721435546875,0.632568359375,3.204345464706421,2.380370855331421,-5.981444835662842,73.33333587646484,78.0,1.0,WarmUp
250180.5,744459.375,744930.3125,744708.9375,744853.5,745191.0,744805.875,745331.75,-0.309326171875,0.7216796875,0.630859375,3.295898199081421,2.624511480331421,-5.828856945037842,73.33333587646484,79.0,1.0,WarmUp
249658.09375,742878.4375,743349.5625,743128.3125,743272.9375,743609.3125,743225.75,743749.875,-0.3095703125,0.718505859375,0.627685546875,3.356933355331421,2.685546636581421,-5.798339366912842,73.33333587646484,80.0,1.0,WarmUp
249426.890625,741582.4375,742053.1875,741832.8125,741976.9375,742312.625,741930.1875,742453.1875,-0.30859375,0.717041015625,0.628173828125,3.509521245956421,2.868652105331421,-5.767821788787842,73.33333587646484,81.0,1.0,WarmUp
249054.6875,740337.9375,740808.4375,740588.4375,740732.3125,741067.5,740685.5,741208.125,-0.311279296875,0.71923828125,0.625244140625,3.723144292831421,2.838134527206421,-5.950927257537842,73.33333587646484,82.0,1.0,WarmUp
248456.546875,738969.375,739439.9375,739219.6875,739363.625,739698.125,739317.25,739838.5625,-0.31396484375,0.71826171875,0.626708984375,3.906249761581421,3.051757574081421,-5.828856945037842,73.33333587646484,83.0,1.0,WarmUp
247860.203125,737578.375,738049.1875,737829.25,737973.125,738306.875,737927.125,738447.25,-0.315673828125,0.71923828125,0.62353515625,4.058837413787842,3.021239995956421,-5.950927257537842,73.33333587646484,84.0,1.0,WarmUp
247446.15625,736302.5,736772.625,736553.75,736696.875,737030.5,736651.75,737170.75,-0.31787109375,0.71826171875,0.62451171875,4.241942882537842,3.051757574081421,-5.889892101287842,73.33333587646484,85.0,1.0,WarmUp
247276.5625,735280.3125,735749.625,735531.5,735674.6875,736007.75,735629.3125,736147.875,-0.318115234375,0.718994140625,0.623046875,4.455565929412842,3.051757574081421,-5.798339366912842,73.33333587646484,86.0,1.0,WarmUp
246989.296875,734308.8125,734777.8125,734559.875,734702.6875,735035.625,734657.875,735175.625,-0.319091796875,0.721435546875,0.623291015625,4.547118663787842,3.143310308456421,-5.798339366912842,73.33333587646484,87.0,1.0,WarmUp
246476.453125,733198.875,733668.0625,733450.25,733593.125,733925.375,733548.4375,734065.5,-0.32080078125,0.7236328125,0.619384765625,4.638671398162842,3.173827886581421,-5.767821788787842,73.33333587646484,88.0,1.0,WarmUp
245950.03125,732057.375,732526.0625,732309.0,732451.6875,732783.5,732407.9375,732923.1875,-0.322509765625,0.7255859375,0.622314453125,4.730224132537842,3.143310308456421,-5.737304210662842,73.33333587646484,89.0,1.0,WarmUp
245600.0,731017.5,731486.0,731268.9375,731410.875,731742.75,731367.875,731882.25,-0.325439453125,0.727783203125,0.6201171875,4.791259288787842,3.021239995956421,-5.737304210662842,73.33333587646484,90.0,1.0,WarmUp
245506.65625,730224.3125,730692.5,730475.5,730617.3125,730948.8125,730574.25,731088.3125,-0.32861328125,0.728515625,0.618896484375,4.791259288787842,2.929687261581421,-5.676269054412842,73.33333587646484,91.0,1.0,WarmUp
245288.328125,729464.875,729932.5625,729716.4375,729858.1875,730189.25,729814.875,730328.1875,-0.331298828125,0.7294921875,0.619140625,4.730224132537842,2.807616949081421,-5.615233898162842,73.33333587646484,92.0,1.0,WarmUp
244862.296875,728566.6875,729034.1875,728818.4375,728960.3125,729290.875,728916.625,729429.75,-0.333984375,0.730224609375,0.618896484375,4.791259288787842,2.624511480331421,-5.615233898162842,73.33333587646484,93.0,1.0,WarmUp
244401.9375,727621.3125,728089.0,727873.5,728015.125,728345.3125,727972.1875,728484.25,-0.33544921875,0.732666015625,0.619873046875,4.760741710662842,2.441406011581421,-5.462646007537842,73.33333587646484,94.0,1.0,WarmUp
244129.609375,726772.8125,727240.3125,727024.9375,727166.375,727496.375,727124.125,727635.0625,-0.3388671875,0.732177734375,0.6171875,4.608153820037842,2.227782964706421,-5.493163585662842,73.33333587646484,95.0,1.0,WarmUp
244093.75,726160.1875,726627.4375,726412.75,726553.75,726883.4375,726512.0,727022.5,-0.3388671875,0.732421875,0.61669921875,4.455565929412842,1.8310545682907104,-5.432128429412842,73.33333587646484,96.0,1.0,WarmUp
243936.046875,725576.3125,726042.75,725828.5625,725969.375,726298.625,725927.75,726437.875,-0.341796875,0.734619140625,0.617919921875,4.333495616912842,1.5869139432907104,-5.371093273162842,73.33333587646484,97.0,1.0,WarmUp
243566.96875,724845.9375,725312.4375,725098.3125,725238.9375,725568.125,725197.375,725707.0625,-0.34228515625,0.736083984375,0.6162109375,4.211425304412842,1.2817381620407104,-5.371093273162842,73.33333587646484,98.0,1.0,WarmUp
243169.46875,724061.625,724527.875,724313.9375,724454.5625,724783.4375,724413.375,724922.1875,-0.340087890625,0.736083984375,0.61767578125,4.028319835662842,0.9765624403953552,-5.310058116912842,73.33333587646484,99.0,1.0,WarmUp
242940.046875,723360.4375,723826.6875,723612.8125,723753.8125,724082.0,723712.0,724220.5,-0.341796875,0.73681640625,0.615966796875,3.784179449081421,0.7324218153953552,-5.310058116912842,73.33333587646484,100.0,1.0,WarmUp
242978.140625,722900.4375,723366.3125,723152.625,723293.625,723622.0,723251.875,723760.0625,-0.3408203125,0.73486328125,0.61376953125,3.753661870956421,0.4272460639476776,-5.249022960662842,73.33333587646484,101.0,1.0,WarmUp
242830.96875,722431.8125,722897.8125,722684.125,722824.9375,723152.8125,722783.8125,723291.125,-0.339599609375,0.736572265625,0.613037109375,3.540038824081421,0.2441406100988388,-5.249022960662842,73.33333587646484,102.0,1.0,WarmUp
242504.1875,721827.1875,722293.625,722080.1875,722220.1875,722548.625,722180.25,722686.8125,-0.33984375,0.73583984375,0.6123046875,3.326415777206421,-0.0610351525247097,-5.096435070037842,73.33333587646484,103.0,1.0,WarmUp
242168.5625,721179.3125,721645.6875,721432.375,721572.4375,721899.9375,721532.5625,722038.625,-0.33642578125,0.733154296875,0.610595703125,3.173827886581421,-0.2746581733226776,-4.974364757537842,73.33333587646484,104.0,1.0,WarmUp
241969.984375,720594.25,721060.5,720847.625,720987.8125,721314.8125,720947.5,721453.375,-0.333740234375,0.735595703125,0.613525390625,3.051757574081421,-0.3967284858226776,-4.791259288787842,73.33333587646484,105.0,1.0,WarmUp
242016.203125,720231.875,720698.125,720484.9375,720625.3125,720952.3125,720585.125,721090.75,-0.333984375,0.73583984375,0.61181640625,2.929687261581421,-0.5798339247703552,-4.669188976287842,73.33333587646484,106.0,1.0,WarmUp
241961.9375,719898.375,720364.3125,720151.625,720292.0,720618.5,720251.5,720756.875,-0.333740234375,0.736083984375,0.609130859375,2.929687261581421,-0.7019042372703552,-4.516601085662842,73.33333587646484,107.0,1.0,WarmUp
241679.671875,719407.0,719873.1875,719660.3125,719800.6875,720126.5625,719760.0,720265.25,-0.33203125,0.737548828125,0.6064453125,2.899169683456421,-0.7629393935203552,-4.241942882537842,73.33333587646484,108.0,1.0,WarmUp
241377.484375,718852.25,719318.4375,719105.1875,719245.4375,719571.625,719205.25,719710.125,-0.33056640625,0.739013671875,0.607421875,2.777099370956421,-0.7629393935203552,-4.180907726287842,73.33333587646484,109.0,1.0,WarmUp
241199.390625,718357.5625,718823.4375,718610.6875,718750.6875,719076.9375,718710.625,719215.3125,-0.329345703125,0.739013671875,0.6103515625,2.624511480331421,-0.8544921278953552,-3.906249761581421,73.33333587646484,110.0,1.0,WarmUp
241256.421875,718081.375,718547.3125,718334.9375,718475.0625,718800.75,718435.25,718938.8125,-0.32763671875,0.7392578125,0.610107421875,2.410888433456421,-0.8850097060203552,-3.753661870956421,73.33333587646484,111.0,1.0,WarmUp
241217.0,717835.0,718301.25,718088.25,718228.5625,718554.1875,718188.75,718692.3125,-0.326416015625,0.739501953125,0.6103515625,2.319335699081421,-0.8239745497703552,-3.479003667831421,73.33333587646484,112.0,1.0,WarmUp
240969.96875,717429.25,717895.125,717682.75,717822.625,718148.6875,717783.0625,718286.5,-0.3251953125,0.74072265625,0.60986328125,2.136230230331421,-0.6408690810203552,-3.265380620956421,73.33333587646484,113.0,1.0,WarmUp
240708.546875,716955.6875,717421.125,717209.3125,717349.25,717674.75,717309.375,717812.6875,-0.32421875,0.739013671875,0.611083984375,1.9836424589157104,-0.6408690810203552,-3.051757574081421,73.33333587646484,114.0,1.0,WarmUp
240582.03125,716543.125,717008.25,716796.875,716936.625,717262.125,716897.0,717399.9375,-0.32275390625,0.736328125,0.608642578125,1.7395018339157104,-0.5798339247703552,-2.716064214706421,73.33333587646484,115.0,1.0,WarmUp
240682.078125,716341.8125,716807.25,716595.875,716735.375,717060.5625,716695.875,717198.5,-0.321044921875,0.734375,0.6103515625,1.6174315214157104,-0.4577636420726776,-2.532958745956421,73.33333587646484,116.0,1.0,WarmUp
240683.953125,716163.8125,716629.25,716417.6875,716557.25,716882.4375,716517.75,717019.9375,-0.322021484375,0.734619140625,0.612548828125,1.5563963651657104,-0.3051757514476776,-2.380370855331421,73.33333587646484,117.0,1.0,WarmUp
240462.84375,715823.6875,716289.25,716077.5,716217.3125,716541.875,716177.4375,716679.9375,-0.32421875,0.734375,0.61474609375,1.4038084745407104,-0.1220703050494194,-2.441406011581421,73.33333587646484,118.0,1.0,WarmUp
